Sample_ID,Treatment,Variety,Sample,BF(F440),GF(F520),RF(F690),FrF(f740),D_conv,D_stress,D_recovery,Category,Rank
D1_73_1,D1,73,1,0.0615661046876003,0.0823143237286866,0.0688413179507598,0.2694374189201509,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
D1_73_2,D1,73,2,0.06102931945209,0.0724026918564579,0.0743337786072164,0.2688964855711065,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
D1_73_3,D1,73,3,0.0576056680280636,0.0625700296044299,0.0688330756333074,0.2368292505015974,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
RD2_73_1,RD2,73,1,0.0797377136690201,0.1522166405246628,0.1023130084540637,0.3255064225630627,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
RD2_73_2,RD2,73,2,0.0752687650200281,0.1272417886782409,0.098933170470841,0.299770702527632,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
RD2_73_3,RD2,73,3,0.0736124924765751,0.1230029792056154,0.0965255725802913,0.331546041146541,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8
CK1_1099_1,CK1,1099,1,0.0713624431266913,0.1127241425049839,0.0848591754838592,0.3188118056095515,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
CK1_1099_2,CK1,1099,2,0.0725273782958044,0.1127318910659935,0.0855686759484357,0.3258078201131012,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
CK1_1099_3,CK1,1099,3,0.0707701004983434,0.1068482309945935,0.0799817706026995,0.3094959691683882,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
D1_1099_1,D1,1099,1,0.0744283007852113,0.0897426959999241,0.0828812447125865,0.2696364759427267,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
D1_1099_2,D1,1099,2,0.0665274022806633,0.0638685031134826,0.0660145274749962,0.2586743113274032,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
D1_1099_3,D1,1099,3,0.0664533392013342,0.0671850126549851,0.0742074557053627,0.2527910650920267,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
RD2_1099_1,RD2,1099,1,0.0931868630831203,0.1630082276557976,0.1165855185774436,0.2968504907804392,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
RD2_1099_2,RD2,1099,2,0.0893067895925394,0.1420413895094645,0.1092228251420293,0.2982984163906468,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
RD2_1099_3,RD2,1099,3,0.090846799574318,0.1494018969708075,0.1091696626985968,0.2764287605540181,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3
CK1_1110_1,CK1,1110,1,0.0529476217209814,0.0641596190320135,0.0507732420056123,0.1970288363911297,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
CK1_1110_2,CK1,1110,2,0.0537860236583205,0.0712806944141445,0.0590034912993542,0.1837821384370195,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
CK1_1110_3,CK1,1110,3,0.0465484208111614,0.0466330915356148,0.0482007903307641,0.1701866175195659,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
D1_1110_1,D1,1110,1,0.0580030278179325,0.0842333360719347,0.0841181415247162,0.2249395436305341,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
D1_1110_2,D1,1110,2,0.0546941914067181,0.079994751589089,0.0804353109725538,0.2221211058308221,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
D1_1110_3,D1,1110,3,0.0584891987854387,0.0751132949858996,0.0858160045332146,0.1644427203776238,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
RD2_1110_1,RD2,1110,1,0.0684588371152624,0.0986198005003559,0.0934393684469213,0.3089237933414219,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
RD2_1110_2,RD2,1110,2,0.0692165754049894,0.1014269326316729,0.0942597075431215,0.2903314743106988,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
RD2_1110_3,RD2,1110,3,0.0717449306249321,0.1156583602484644,0.0944006928820126,0.3091460821632871,0.22321650706773,0.3435036429518976,0.1029293711835625,Sensitive,11
CK1_1210_1,CK1,1210,1,0.078921975169054,0.1183171016033182,0.0953533646916307,0.3092066207084885,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1210_2,CK1,1210,2,0.083986384906467,0.1441228298927721,0.0947393789482141,0.3310006395233247,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1210_3,CK1,1210,3,0.0764895823489366,0.1296171354209511,0.0927044533834083,0.3350316172779591,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
D1_1210_1,D1,1210,1,0.0755294094882697,0.1095317938090471,0.0968785163075133,0.242186185788762,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
D1_1210_2,D1,1210,2,0.0797568783221561,0.1186167702948843,0.0972693139943003,0.2792046791581696,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
D1_1210_3,D1,1210,3,0.0793614800530379,0.1157787205243496,0.095461033695749,0.2675587185833521,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
RD2_1210_1,RD2,1210,1,0.0695184275183238,0.1037011511916281,0.1022481402447575,0.2711874348252289,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
RD2_1210_2,RD2,1210,2,0.0720255413082116,0.1153910933456197,0.1018120727349254,0.2866095416718545,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
RD2_1210_3,RD2,1210,3,0.0753635864505917,0.118509439852054,0.1036700337584367,0.3036783720488714,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1214_1,CK1,1214,1,0.0665902351011924,0.1136481439528125,0.0782690852843785,0.3197449676623542,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1214_2,CK1,1214,2,0.0605648228502965,0.1105216267136141,0.0779066209424852,0.3173403355696549,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1214_3,CK1,1214,3,0.0643542022406366,0.1271286553856909,0.0850596923263329,0.3168093151630511,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_1,D1,1214,1,0.0564917750389978,0.0537801588370644,0.0649544853112559,0.1248860510907591,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_2,D1,1214,2,0.0598534371031871,0.0591617176073928,0.0803355627535085,0.1643437640584502,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_3,D1,1214,3,0.0592543776990082,0.0576656464044583,0.0749531589535836,0.1420487062391579,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_1,RD2,1214,1,0.0757169216185448,0.041314570619818,0.0642955287028645,0.1696799642636789,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_2,RD2,1214,2,0.0750840360677686,0.0704119802107209,0.0751262467784241,0.1775204049901136,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_3,RD2,1214,3,0.0712426922286354,0.083788773824846,0.0836262719512784,0.1790330217572827,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1218_1,CK1,1218,1,0.0576957950442678,0.0876505604618919,0.0681681189286805,0.2753193179397483,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1218_2,CK1,1218,2,0.0568700403786585,0.081984543987263,0.060597742849175,0.2361817167049953,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1218_3,CK1,1218,3,0.0541400716206516,0.0775867216519611,0.0626658441960228,0.2079497210131185,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_1,D1,1218,1,0.0661535193248782,0.105778913642289,0.088730697565519,0.2960016890777299,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_2,D1,1218,2,0.067984724254451,0.1103799215402888,0.0915885419781989,0.298585369461158,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_3,D1,1218,3,0.068162146856745,0.1185819372216678,0.0858429752455071,0.3218967990199484,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
RD2_1218_1,RD2,1218,1,0.0767802495518387,0.1181037497100714,0.1113044984435754,0.284610886623086,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
RD2_1218_2,RD2,1218,2,0.0785627903421787,0.1230222117994015,0.1191693981039571,0.3093357102056333,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
RD2_1218_3,RD2,1218,3,0.0735938939911412,0.1172724444462117,0.1103357519991645,0.3048789420927539,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1219_1,CK1,1219,1,0.0626681400311229,0.0894688055930958,0.0687129773527514,0.286140345780124,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
CK1_1219_2,CK1,1219,2,0.067576869518772,0.1077808657079844,0.0735909690583129,0.3071641969788544,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
CK1_1219_3,CK1,1219,3,0.0696221673791444,0.0999460122961687,0.0719049972539387,0.2870279773711663,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
D1_1219_1,D1,1219,1,0.0640997386130235,0.0843361100266601,0.0848860802001329,0.2159067293441177,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
D1_1219_2,D1,1219,2,0.0627266379203538,0.0970969897736226,0.0759504713468216,0.2646566022060791,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
D1_1219_3,D1,1219,3,0.0619176130258077,0.0910606263615501,0.0817547308756434,0.2392806235536939,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
RD2_1219_1,RD2,1219,1,0.0614273558563576,0.0914481244153033,0.0893458640779223,0.2026193415492367,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
RD2_1219_2,RD2,1219,2,0.0661815996492812,0.0936066513076559,0.0914259787077535,0.2234226752400237,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
RD2_1219_3,RD2,1219,3,0.0609771015713282,0.0913250295995544,0.0878440790998988,0.2054759959382011,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
CK1_1228_1,CK1,1228,1,0.0597598936061819,0.075984404763208,0.0718643627694044,0.1978843080484536,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
CK1_1228_2,CK1,1228,2,0.0654955891792884,0.0774766061873257,0.0732260278053714,0.2253691525886043,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
CK1_1228_3,CK1,1228,3,0.061593885711264,0.0870657621190104,0.0797230952128864,0.2650440476994456,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
D1_1228_1,D1,1228,1,0.0806859950498108,0.135973170999037,0.0980696246832664,0.347083912354637,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
D1_1228_2,D1,1228,2,0.0805028635931654,0.1420232832240904,0.100049254834897,0.3384429471909368,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
D1_1228_3,D1,1228,3,0.0833757538787312,0.1434133794079056,0.0985310317033456,0.3617928636254822,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
RD2_1228_1,RD2,1228,1,0.0869480379573797,0.0982885012467447,0.1014094769703885,0.2961187727845584,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
RD2_1228_2,RD2,1228,2,0.0758154820034499,0.0982437891768202,0.1000249575110101,0.2696521335278643,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
RD2_1228_3,RD2,1228,3,0.0782517484551948,0.1045650499240838,0.103611603421272,0.2647097789344432,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
CK1_1235_1,CK1,1235,1,0.0598410888580996,0.0819489659441697,0.0647670341477394,0.2791352602436702,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
CK1_1235_2,CK1,1235,2,0.0570457378642374,0.0851492761032125,0.068280249094001,0.2674766335014671,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
CK1_1235_3,CK1,1235,3,0.060593307256312,0.0815327871205579,0.0666367987321986,0.2803375398385531,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
D1_1235_1,D1,1235,1,0.0659713629275719,0.094477872228834,0.0919013436222732,0.247030984287547,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
D1_1235_2,D1,1235,2,0.063674761226168,0.0869995290307571,0.0900066376387235,0.1762584682819152,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
D1_1235_3,D1,1235,3,0.062030496718071,0.0825855664900779,0.0867543162823608,0.1651569599675472,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
RD2_1235_1,RD2,1235,1,0.0681339147049841,0.0923174921138322,0.0864160585726514,0.2041161403558446,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
RD2_1235_2,RD2,1235,2,0.0640735826829795,0.0861522080429355,0.0862705663569247,0.1902671373720995,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
RD2_1235_3,RD2,1235,3,0.0615757161090465,0.0838332116412733,0.0857184962935428,0.1956479602759744,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
CK1_1252_1,CK1,1252,1,0.0723917416917478,0.0933282520103613,0.0853487261243261,0.3556879117109692,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
CK1_1252_2,CK1,1252,2,0.0717453030455524,0.0902295468093932,0.0865192738498672,0.3643643332063296,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
CK1_1252_3,CK1,1252,3,0.066177770254177,0.0856116005390171,0.0817022480870651,0.3247423593906745,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
D1_1252_1,D1,1252,1,0.069358171301948,0.0626735623743047,0.0599404203065651,0.2905210442533929,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
D1_1252_2,D1,1252,2,0.0739966055006986,0.0735253219921717,0.0594234221807687,0.3024527071841319,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
D1_1252_3,D1,1252,3,0.0756912370789575,0.0833719310190687,0.0738123857410388,0.3043356040152735,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
RD2_1252_1,RD2,1252,1,0.0745180820968899,0.095548759089541,0.0978218318397008,0.3289986855092753,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
RD2_1252_2,RD2,1252,2,0.0749989684295596,0.0963018514601687,0.101433921982621,0.3065248857245016,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
RD2_1252_3,RD2,1252,3,0.0808686566706161,0.1108485204416722,0.1035362449138699,0.3516665147749403,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
CK1_1257_1,CK1,1257,1,0.0578379927844403,0.0888046577331326,0.0725504866958975,0.2223164625626479,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
CK1_1257_2,CK1,1257,2,0.0641561499448725,0.1053577008929899,0.0809717813312283,0.2707632827218736,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
CK1_1257_3,CK1,1257,3,0.0634934030122133,0.0896253089205389,0.078214693007324,0.2694511506746394,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
D1_1257_1,D1,1257,1,0.0761561755814046,0.0987419414701123,0.0770456123728538,0.2998910974406452,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
D1_1257_2,D1,1257,2,0.0765746710005657,0.1033042401314864,0.0749443699871511,0.3054888864315898,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
D1_1257_3,D1,1257,3,0.0734626512320037,0.0933378962562498,0.0605522713499601,0.293594222452201,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
RD2_1257_1,RD2,1257,1,0.0738670499626984,0.0953994429785,0.1067077309138679,0.2494416360495369,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
RD2_1257_2,RD2,1257,2,0.0766952370422866,0.0972677477974453,0.1074265105654238,0.2542384307522468,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
RD2_1257_3,RD2,1257,3,0.0816789097031555,0.1037706783595917,0.1105891477215728,0.2931883495311227,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
CK1_1274_1,CK1,1274,1,0.0676404082400221,0.1078350809637531,0.0807566131722169,0.3039460029446134,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
CK1_1274_2,CK1,1274,2,0.0670559185040565,0.0969012674099922,0.0734095805425336,0.3011352419185369,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
CK1_1274_3,CK1,1274,3,0.0702328443530015,0.1080358451864196,0.0748218969109827,0.3042949006271187,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
D1_1274_1,D1,1274,1,0.0772598686355446,0.104698953712254,0.0951548885267112,0.3038303434092546,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
D1_1274_2,D1,1274,2,0.0708437277723529,0.094058353935056,0.0933350619285338,0.28620680144529,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
D1_1274_3,D1,1274,3,0.0752596540493357,0.0953763372355552,0.09340911324118,0.2921088995341818,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
RD2_1274_1,RD2,1274,1,0.0775993557658527,0.1219151195641923,0.0939003477113954,0.3201735173323883,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
RD2_1274_2,RD2,1274,2,0.0763906695039669,0.1176560470412764,0.0939218043734312,0.3374176869290787,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
RD2_1274_3,RD2,1274,3,0.0861114237888334,0.1276162859451456,0.0964646789892607,0.3691305806592898,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
